Time [s]; Voltage [V]; Current [A]
1723053050029530000; 4.7146275390625; 0.0
1723053050029540000; 4.7146275390625; 0.0
1723053050029550000; 4.7146275390625; 0.0
1723053050029560000; 4.7146275390625; 0.0
1723053050029570000; 4.7146275390625; 0.0
1723053050029580000; 4.7146275390625; 0.0
1723053050029590000; 4.7146275390625; 0.0
1723053050029600000; 4.7146275390625; 0.0
1723053050029610000; 4.7146275390625; 0.0
1723053050029620000; 4.7146275390625; 0.0
1723053050029630000; 4.7146275390625; 0.0
1723053050029640000; 4.7146275390625; 0.0
1723053050029650000; 4.7146275390625; 0.0
1723053050029660000; 4.7146275390625; 0.0
1723053050029670000; 4.7146275390625; 0.0
1723053050029680000; 4.7146275390625; 0.0
1723053050029690000; 4.7146275390625; 0.0
1723053050029700000; 4.7146275390625; 0.0
1723053050029710000; 4.7146275390625; 0.0
1723053050029720000; 4.7146275390625; 0.0
1723053050029730000; 4.7146275390625; 0.0
1723053050029740000; 4.7146275390625; 0.0
1723053050029750000; 4.7146275390625; 0.0
1723053050029760000; 4.7146275390625; 0.0
1723053050029770000; 4.7146275390625; 0.0
1723053050029780000; 4.7146275390625; 0.0
1723053050029790000; 4.7146275390625; 0.0
1723053050029800000; 4.7146275390625; 0.0
1723053050029810000; 4.7146275390625; 0.0
1723053050029820000; 4.7146275390625; 0.0
1723053050029830000; 4.7146275390625; 0.0
1723053050029840000; 4.7146275390625; 0.0
1723053050029850000; 4.7146275390625; 0.0
1723053050029860000; 4.7146275390625; 0.0
1723053050029870000; 4.7146275390625; 0.0
1723053050029880000; 4.7146275390625; 0.0
1723053050029890000; 4.7146275390625; 0.0
1723053050029900000; 4.7146275390625; 6.448059082247653e-06
1723053050029910000; 4.7146275390625; 2.0986938476304032e-05
1723053050029920000; 4.7146275390625; 3.552581787064413e-05
1723053050029930000; 4.7146275390625; 5.00646972664012e-05
1723053050029940000; 4.7146275390625; 6.460357666095467e-05
1723053050029950000; 4.7146275390625; 7.914245605252956e-05
1723053050029960000; 4.7146275390625; 9.368133544800452e-05
1723053050029970000; 4.7146275390625; 0.00010822021484942951
1723053050029980000; 4.7146275390625; 0.00012275909423916853
1723053050029990000; 4.7146275390625; 0.0001372979736188291
1723053050030000000; 4.7146275390625; 0.0001518368530299044
1723053050030010000; 4.7146275390625; 0.0001663757324551295
1723053050030020000; 4.7146275390625; 0.0001809146117981246
1723053050030030000; 4.7146275390625; 0.00019545349113747135
1723053050030040000; 4.7146275390625; 0.00020999237067420557
