Time [s]; Voltage [V]; Current [A]
1723053525025120000; 4.8115255859375; 0.0
1723053525025130000; 4.8115255859375; 0.0
1723053525025140000; 4.8115255859375; 0.0
1723053525025150000; 4.8115255859375; 0.0
1723053525025160000; 4.8115255859375; 0.0
1723053525025170000; 4.8115255859375; 0.0
1723053525025180000; 4.8115255859375; 0.0
1723053525025190000; 4.8115255859375; 0.0
1723053525025200000; 4.8115255859375; 2.5475056966140134e-06
1723053525025210000; 4.8115255859375; 2.0546569824217545e-05
1723053525025220000; 4.8115255859375; 3.854563395182424e-05
1723053525025230000; 4.8115255859375; 5.654469807942911e-05
1723053525025240000; 4.8115255859375; 7.45437622070272e-05
1723053525025250000; 4.8115255859375; 9.254282633463167e-05
1723053525025260000; 4.8115255859375; 0.00011054189046225102
1723053525025270000; 4.8115255859375; 0.00012854095458984859
1723053525025280000; 4.8115255859375; 0.00014654001871741956
1723053525025290000; 4.8115255859375; 0.00016453908284504954
1723053525025300000; 4.8115255859375; 0.00018253814697272844
1723053525025310000; 4.8115255859375; 0.00020053721110023886
1723053525025320000; 4.8115255859375; 0.0002185362752277034
1723053525025330000; 4.8115255859375; 0.00023653533935556948
1723053525025340000; 4.8115255859375; 0.0002545344034834441
1723053525025350000; 4.8115255859375; 0.0002725334676102806
1723053525025360000; 4.8115255859375; 0.00029053253173756146
1723053525025370000; 4.8115255859375; 0.0003085315958670338
1723053525025380000; 4.8115255859375; 0.00032653065999494244
1723053525025390000; 4.8115255859375; 0.00034452972411762675
1723053525025400000; 4.8115255859375; 0.00036252878824668503
1723053525025410000; 4.8115255859375; 0.0003805278523849232
1723053525025420000; 4.8115255859375; 0.0003985269165065769
1723053525025430000; 4.8115255859375; 0.00041652598060836393
1723053525025440000; 4.8115255859375; 0.00043452504476291793
1723053525025450000; 4.8115255859375; 0.0004525241089378758
1723053525025460000; 4.8115255859375; 0.00047052317299319164
1723053525025470000; 4.8115255859375; 0.000488522237015512
1723053525025480000; 4.8115255859375; 0.000506521301381134
1723053525025490000; 4.8115255859375; 0.0005245203656377074
1723053525025500000; 4.8115255859375; 0.0005425194292144549
1723053525025510000; 4.8115255859375; 0.0005605184931047933
1723053525025520000; 4.8115255859375; 0.000578517558843622
1723053525025530000; 4.8115255859375; 0.0005965166226640008
1723053525025540000; 4.8115255859375; 0.0006145156835214447
1723053525025550000; 4.811003515625; 0.000632514748666147
1723053525025560000; 4.8097169921875; 0.0006505138217989367
1723053525025570000; 4.795654687500001; 0.0006685128779455162
1723053525025580000; 4.783155859375; 0.0006865119269512201
1723053525025590000; 4.77577099609375; 0.0007045110092449567
1723053525025600000; 4.77009306640625; 0.0007225101143300953
1723053525025610000; 4.76491494140625; 0.0007405091025318345
1723053525025620000; 4.7598478515625; 0.0007585081229740358
1723053525025630000; 4.754839257812501; 0.0007765073384199033
1723053525025640000; 4.749861132812501; 0.0007945065346706497
1723053525025650000; 4.74484716796875; 0.0008125050553387909
1723053525025660000; 4.73984384765625; 0.0008305042047428407
1723053525025670000; 4.73480986328125; 0.0008485042002033733
1723053525025680000; 4.7298009765625; 0.0008665033196736361
1723053525025690000; 4.72481982421875; 0.0008844991380113551
1723053525025700000; 4.71980830078125; 0.0009025008023590399
1723053525025710000; 4.71484638671875; 0.0009205041820455037
1723053525025720000; 4.709840234375; 0.0009384997975546872
1723053525025730000; 4.7048328125; 0.0009564824113622312
1723053525025740000; 4.69983603515625; 0.0009745074597497785
1723053525025750000; 4.694836328125; 0.0009925177007913595
1723053525025760000; 4.689872265625; 0.0010104822595914209
1723053525025770000; 4.68485771484375; 0.0010284128665924077
1723053525025780000; 4.6798421875; 0.001046607653299968
1723053525025790000; 4.67485771484375; 0.0010645586649576826
1723053525025800000; 4.6698408203125; 0.0010823404947916668
1723053525025810000; 4.6648341796875; 0.0011001352945963542
1723053525025820000; 4.6598001953125; 0.0011193868001302084
1723053525025830000; 4.6547721679687495; 0.0011363627115885417
1723053525025840000; 4.649770703125; 0.0011534678141276041
1723053525025850000; 4.644769531250001; 0.0011706888834635417
1723053525025860000; 4.639784375; 0.001186029052734375
1723053525025870000; 4.6348029296875; 0.001202149454752604
1723053525025880000; 4.62979609375; 0.0012170308430989583
1723053525025890000; 4.62480478515625; 0.0012318013509114583
1723053525025900000; 4.61978193359375; 0.0012471354166666668
1723053525025910000; 4.61482568359375; 0.0012602742513020833
1723053525025920000; 4.60982900390625; 0.0012761850992838541
1723053525025930000; 4.60479873046875; 0.0012921305338541667
1723053525025940000; 4.59981923828125; 0.0013071950276692709
1723053525025950000; 4.5947955078125; 0.0013235921223958332
1723053525025960000; 4.589820800781251; 0.0013387939453125
1723053525025970000; 4.5847775390625; 0.0013556172688802084
1723053525025980000; 4.57974892578125; 0.0013711029052734375
1723053525025990000; 4.57478203125; 0.00138563232421875
1723053525026000000; 4.5697474609375; 0.0014018157958984375
1723053525026010000; 4.56476396484375; 0.0014151072184244793
1723053525026020000; 4.55976328125; 0.001429034423828125
1723053525026030000; 4.55476064453125; 0.0014422017415364585
1723053525026040000; 4.549773828125001; 0.0014548482259114585
1723053525026050000; 4.544755859375; 0.0014682952880859376
1723053525026060000; 4.53977666015625; 0.001480132039388021
1723053525026070000; 4.53480107421875; 0.001492474365234375
